indexedLabel,PF_1,PF_2,PF_3,PF_4,PF_5,NF_1,NF_2,NF_3,NF_4,NF_5,PFW_1,PFW_2,PFW_3,PFW_4,PFW_5,NFW_1,NFW_2,NFW_3,NFW_4,NFW_5
1.0,MIM-MaxTimeIntervalBrwsBrws_4339.3225_inf * CM-SumCyclomatic_28.0_61.0,MIM-AvgTimeIntervalBrwsBrws_574.212037_inf * CM-MaxCyclomatic_6.0_10.0,CM-SumEssential_10.0_18.0 * HM-#OfRevision_34.0_inf,MIM-NumParallelBrws_18.294118_25.75 * HM-MaxOfAddedLines_40.0_99.0,MIM-AvgTimeIntervalBrwsBrws_574.212037_inf * CM-MaxCyclomaticStrict_7.0_12.0,MIM-NumRareBrws_0.0_inf * CM-AvgEssential_1.0_inf,CM-AvgEssential_1.0_inf * CM-CountDeclMethodDefault_0.0_inf,CM-AvgEssential_1.0_inf * CM-CountDeclClassVariable_0.0_inf,CM-AvgEssential_1.0_inf * CM-CountClassDerived_0.0_inf,CM-AvgEssential_1.0_inf,0.6079784,0.60982794,0.6558141,0.6613672,0.71367115,-0.52562517,-0.52562517,-0.52562517,-0.52562517,-0.52562517
1.0,CM-CountLine_407.0_inf * CM-PercentLackOfCohesion_3.444444_inf,CM-CountStmtExe_109.0_inf * CM-PercentLackOfCohesion_3.444444_inf,CM-PercentLackOfCohesion_3.444444_inf * HM-NumOfAuthors_4.0_inf,CM-CountLineCodeExe_124.0_inf * CM-PercentLackOfCohesion_3.444444_inf,MIM-NumMultiTasks_7.5_inf * HM-NumOfAuthors_4.0_inf,MIM-HourPerBrowsing_16.002963_70.65785 * CM-CountDeclMethodPrivate_1.0_inf,MIM-HourPerBrowsing_16.002963_70.65785 * MIM-TimeSpent_286.316254_447.08958,MIM-TimeSpentAfterEdit_208.429696_inf * CM-CountDeclInstanceMethod_-inf_1.0,MIM-HourPerBrowsing_16.002963_70.65785 * CM-CountDeclMethod_9.0_inf,MIM-TimeSpent_286.316254_447.08958 * CM-PercentLackOfCohesion_3.444444_inf,0.9363742,0.98187506,1.0185363,1.1372927,1.3977518,-0.7654336,-0.6600993,-0.63396746,-0.62992805,-0.6121444
0.0,MIM-TimeSpentAfterEdit_-inf_0.356111 * MIM-AvgTimeIntervalBrwsBrws_574.212037_inf,MIM-TimeSpentAfterEdit_-inf_0.356111 * MIM-MaxTimeIntervalBrwsBrws_4339.3225_inf,CM-AvgCyclomaticStrict_3.0_inf * HM-MaxOfRemovedLines_9.0_26.0,MIM-TimeSpentBeforeEdit_25.366389_102.162073 * HM-#ofBugFixing_-inf_4.0,HM-#ofBugFixing_-inf_4.0 * HM-WeightedAge_24.299999_56.753769,MIM-MaxTimeIntervalBrwsBrws_4339.3225_inf * MIM-NumParallelBrws_-inf_11.0,CM-CountLineComment_-inf_16.0 * CM-CountDeclMethodPrivate_1.0_inf,MIM-AvgTimeIntervalEditEdit_283.041687_inf * HM-#OfRevision_5.0_10.0,CM-AvgCyclomaticStrict_3.0_inf * HM-SumOfCodeChurn_4.0_24.0,HM-#ofBugFixing_-inf_4.0 * HM-SumOfRemovedLines_21.0_60.0,0.45675516,0.47672358,0.5150102,0.5305972,0.84394383,-0.6986636,-0.6763915,-0.6103354,-0.6097267,-0.60459584
0.0,MIM-NumInterruptions_11.705882_16.382353 * CM-CountDeclMethod_-inf_1.0,MIM-NumEditEvent_36.0_inf * CM-CountDeclMethod_-inf_1.0,CM-CountLineCodeDecl_91.0_inf * CM-CountLineCodeExe_9.0_28.0,CM-CountStmtExe_8.0_25.0 * CM-CountLineCodeDecl_91.0_inf,MIM-NumSelectionEvent_54.0_inf * CM-CountDeclMethod_-inf_1.0,CM-CountStmtExe_8.0_25.0 * CM-CountSemicolon_80.0_149.0,MIM-MaxTimeIntervalBrwsEdit_2212.473333_inf * CM-CountClassBase_-inf_1.0,MIM-MaxTimeIntervalBrwsEdit_2212.473333_inf * CM-MaxInheritanceTree_-inf_1.0,CM-CountDeclMethodPublic_-inf_1.0 * HM-AvgOfAddedLines_6.0_12.0,CM-SumCyclomaticStrict_15.0_30.0 * CM-CountDeclMethodPublic_-inf_1.0,0.838985,0.8519912,1.1599511,1.1599511,1.4910738,-1.1605574,-0.8850273,-0.8850273,-0.8355469,-0.8104318
1.0,CM-SumEssential_10.0_18.0 * HM-#OfRevision_34.0_inf,MIM-NumParallelBrws_18.294118_25.75 * HM-MaxOfAddedLines_40.0_99.0,MIM-NumParallelEdit_11.033898_15.306122 * HM-NumOfAuthors_4.0_inf,MIM-NumParallelBrws_18.294118_25.75 * HM-NumOfAuthors_4.0_inf,MIM-NumMultiTasks_7.5_inf * HM-NumOfAuthors_4.0_inf,MIM-HourPerEditing_4.678773_40.635845 * MIM-NumParallelEdit_11.033898_15.306122,CM-CountClassCoupled_1.0_3.0 * HM-NumOfAuthors_4.0_inf,MIM-NumEditEvent_8.0_36.0 * MIM-TimeSpentAfterEdit_208.429696_inf,MIM-HourPerEditing_4.678773_40.635845 * HM-SumOfRemovedLines_60.0_178.0,MIM-TimeSpent_286.316254_447.08958 * MIM-HourPerEditing_4.678773_40.635845,0.6558141,0.6613672,0.71073675,1.0573478,1.3977518,-0.79250515,-0.6523398,-0.57513386,-0.5663083,-0.5534025
0.0,MIM-AvgTimeIntervalBrwsBrws_574.212037_inf * HM-NumOfAuthors_1.0_2.0,MIM-MaxTimeIntervalBrwsEdit_2212.473333_inf * MIM-NumMultiTasks_2.5_3.982968,CM-CountLineBlank_-inf_9.0 * HM-SumOfRemovedLines_60.0_178.0,CM-CountDeclFunction_4.0_7.0 * CM-CountLineComment_97.0_inf,MIM-TimeSpent_286.316254_447.08958 * HM-WeightedAge_125.5_inf,CM-CountLine_71.0_128.0 * CM-CountLineComment_97.0_inf,CM-CountLineBlank_-inf_9.0 * CM-CountLineComment_97.0_inf,CM-MaxCyclomaticModified_2.0_3.0 * HM-Age_174.0_inf,MIM-TimeSpent_286.316254_447.08958 * MIM-TimeSpentBeforeEdit_0.073889_0.315,MIM-NumParallelEdit_5.125_8.297872 * CM-MaxCyclomaticModified_2.0_3.0,0.68098044,0.7222165,0.75312304,0.8305793,0.9219516,-2.3922422,-1.0429024,-0.7721947,-0.69819885,-0.693062
0.0,CM-CountSemicolon_20.0_43.0 * CM-SumCyclomaticStrict_30.0_67.0,CM-CountSemicolon_20.0_43.0 * CM-SumCyclomatic_28.0_61.0,CM-CountSemicolon_20.0_43.0 * CM-SumCyclomaticModified_28.0_60.0,MIM-TimeSpent_286.316254_447.08958 * HM-WeightedAge_125.5_inf,HM-#ofBugFixing_18.0_39.0 * HM-MaxCodeChurn_-inf_2.0,CM-CountSemicolon_20.0_43.0 * CM-SumEssential_38.0_inf,CM-SumEssential_38.0_inf * HM-MaxOfAddedLines_4.0_16.0,CM-SumEssential_38.0_inf * HM-SumOfAddedLines_8.0_36.0,MIM-NumEditEvent_3.0_8.0 * MIM-TimeSpentAfterEdit_72.001667_208.429696,MIM-TimeSpent_286.316254_447.08958 * MIM-TimeSpentBeforeEdit_0.073889_0.315,0.791395,0.8764318,0.8764318,0.9219516,2.1769092,-1.8642731,-1.1128722,-0.9022846,-0.7413288,-0.69819885
0.0,MIM-TimeSinceLastTask_3143.826389_6276.868794 * CM-CountClassCoupled_-inf_1.0,MIM-TimeSpentBeforeEdit_102.162073_inf * CM-CountLineBlank_-inf_9.0,CM-CountLine_220.0_407.0 * CM-CountSemicolon_-inf_20.0,CM-CountSemicolon_-inf_20.0 * CM-CountLineComment_97.0_inf,CM-CountLine_220.0_407.0 * CM-CountLineCode_-inf_36.0,CM-CountLineBlank_-inf_9.0 * CM-CountLineComment_97.0_inf,MIM-MaxTimeIntervalBrwsBrws_4339.3225_inf * HM-AvgOfAddedLines_12.0_inf,MIM-AvgTimeIntervalEditEdit_283.041687_inf * HM-AvgOfCodeChurn_4.625_inf,CM-CountSemicolon_-inf_20.0 * HM-SumOfCodeChurn_98.0_inf,MIM-NumEditEvent_36.0_inf * CM-RatioCommentToCode_0.87_inf,0.6055469,0.6067505,0.63082415,0.6607675,0.71850735,-1.0429024,-0.7280179,-0.7223674,-0.63897276,-0.6296973
0.0,CM-CountDeclMethodAll_2.0_8.0 * HM-MaxOfAddedLines_40.0_99.0,HM-SumOfAddedLines_283.0_inf * HM-MaxOfAddedLines_40.0_99.0,CM-CountLineCodeDecl_32.0_53.0 * CM-AvgLine_2.4_inf,MIM-NumParallelBrws_18.294118_25.75 * HM-MaxOfAddedLines_40.0_99.0,MIM-HourPerEditing_40.635845_inf * HM-AvgOfRemovedLines_3.0_7.0,CM-MaxCyclomaticStrict_-inf_2.0 * CM-CountLineBlank_27.0_48.0,CM-CountLineBlank_27.0_48.0 * CM-MaxCyclomaticModified_-inf_2.0,CM-CountLineBlank_27.0_48.0 * CM-MaxCyclomatic_-inf_2.0,HM-AvgOfAddedLines_6.0_12.0 * HM-WeightedAge_87.35714_125.5,CM-SumEssential_4.0_10.0 * HM-#OfRevision_34.0_inf,0.5575568,0.55896246,0.59497046,0.6613672,0.7447445,-0.6906146,-0.68777084,-0.68777084,-0.6431327,-0.5772087
1.0,CM-CountStmtExe_54.0_109.0 * CM-SumCyclomaticStrict_-inf_6.0,CM-CountStmtExe_54.0_109.0 * CM-SumCyclomatic_-inf_6.0,CM-CountStmtExe_54.0_109.0 * CM-SumCyclomaticModified_-inf_6.0,CM-CountStmtExe_54.0_109.0 * CM-SumEssential_-inf_4.0,CM-CountStmtExe_54.0_109.0 * CM-CountLineCode_36.0_76.0,MIM-NumSelectionEvent_54.0_inf * HM-MaxOfAddedLines_4.0_16.0,MIM-NumEditEvent_36.0_inf * HM-MaxOfAddedLines_4.0_16.0,HM-#ofBugFixing_39.0_inf * HM-AvgOfRemovedLines_0.0_1.0,MIM-HourPerEditing_4.678773_40.635845 * HM-SumOfRemovedLines_60.0_178.0,MIM-TimeSpent_286.316254_447.08958 * MIM-HourPerEditing_4.678773_40.635845,2.5050704,2.5050704,2.5050704,2.5050704,4.4184227,-0.67227435,-0.5956282,-0.56652397,-0.5663083,-0.5534025
0.0,HM-SumOfAddedLines_283.0_inf * HM-MaxOfAddedLines_40.0_99.0,MIM-HourPerEditing_40.635845_inf * HM-MaxOfRemovedLines_26.0_73.0,MIM-NumRepeatedBrws_10.35_12.75 * CM-CountSemicolon_43.0_80.0,MIM-NumRepeatedBrws_10.35_12.75 * HM-MaxOfAddedLines_40.0_99.0,MIM-NumMultiTasks_7.5_inf * HM-NumOfAuthors_4.0_inf,CM-CountStmtDecl_52.0_91.0 * CM-SumEssential_4.0_10.0,CM-CountClassCoupled_1.0_3.0 * HM-NumOfAuthors_4.0_inf,HM-AvgOfAddedLines_6.0_12.0 * HM-WeightedAge_87.35714_125.5,CM-RatioCommentToCode_0.52_0.87 * CM-AvgLine_2.4_inf,MIM-NumEditEvent_36.0_inf * HM-Age_115.0_174.0,0.55896246,0.5788911,0.6078882,0.60910785,1.3977518,-0.6687375,-0.6523398,-0.6431327,-0.60362,-0.6015621
0.0,CM-CountDeclMethodAll_27.0_inf * HM-SumOfCodeChurn_4.0_24.0,MIM-NumRepeatedEdit_6.857143_9.072727 * HM-WeightedAge_87.35714_125.5,MIM-TimeSpentBeforeEdit_102.162073_inf * CM-CountLineBlank_-inf_9.0,MIM-MaxTimeIntervalBrwsBrws_1419.505_2898.446613 * MIM-MaxTimeIntervalBrwsEdit_2212.473333_inf,MIM-MaxTimeIntervalBrwsBrws_1419.505_2898.446613 * MIM-NumMultiTasks_7.5_inf,MIM-TimeSpentAfterEdit_0.356111_12.494553 * MIM-MaxTimeIntervalBrwsBrws_1419.505_2898.446613,CM-AvgLine_-inf_0.166667 * HM-NumOfAuthors_3.0_4.0,MIM-TimeSpent_286.316254_447.08958 * HM-NumOfAuthors_3.0_4.0,CM-AvgLineCode_-inf_0.153846 * HM-NumOfAuthors_3.0_4.0,CM-AvgEssential_1.0_inf * CM-CountDeclMethodDefault_0.0_inf,0.5639025,0.57533693,0.6067505,0.6309565,0.8688992,-0.7783315,-0.63342947,-0.60855114,-0.5703439,-0.52562517
0.0,HM-SumOfRemovedLines_178.0_inf * HM-WeightedAge_24.299999_56.753769,CM-CountDeclMethodAll_2.0_8.0 * HM-SumOfRemovedLines_178.0_inf,HM-MaxOfRemovedLines_73.0_inf * HM-WeightedAge_24.299999_56.753769,MIM-NumParallelBrws_11.0_18.294118 * HM-Age_-inf_34.0,CM-MaxCyclomaticStrict_12.0_inf * HM-WeightedAge_24.299999_56.753769,MIM-NumSelectionEvent_54.0_inf * MIM-TimeSinceLastTask_6276.868794_10044.14389,MIM-TimeSinceLastTask_6276.868794_10044.14389 * HM-MaxOfAddedLines_99.0_inf,MIM-TimeSinceLastTask_6276.868794_10044.14389 * CM-AvgLine_0.375_0.833333,MIM-AvgTimeIntervalBrwsEdit_0.253951_29.140611 * HM-#ofBugFixing_39.0_inf,MIM-TimeSpent_286.316254_447.08958 * MIM-AvgTimeIntervalEditEdit_3.017465_72.030794,0.5016377,0.53496844,0.5509936,0.61239034,0.8659201,-1.0435854,-0.70816267,-0.6463058,-0.6428234,-0.6178733
0.0,MIM-AvgTimeIntervalBrwsBrws_574.212037_inf * CM-MaxCyclomatic_6.0_10.0,CM-MaxCyclomaticStrict_12.0_inf * CM-CountSemicolon_20.0_43.0,MIM-NumParallelBrws_18.294118_25.75 * HM-MaxOfAddedLines_40.0_99.0,CM-CountDeclFunction_4.0_7.0 * HM-SumOfRemovedLines_178.0_inf,MIM-NumMultiTasks_3.982968_7.5 * CM-MaxCyclomaticStrict_12.0_inf,CM-CountLineCode_36.0_76.0 * HM-MaxCodeChurn_63.0_inf,CM-CountLineCodeExe_9.0_28.0 * HM-MaxCodeChurn_63.0_inf,CM-CountStmt_27.0_57.0 * HM-MaxCodeChurn_63.0_inf,CM-CountSemicolon_20.0_43.0 * HM-MaxCodeChurn_63.0_inf,CM-CountStmtExe_8.0_25.0 * HM-MaxCodeChurn_63.0_inf,0.60982794,0.62074745,0.6613672,0.7006742,0.75549805,-1.4372944,-1.3746922,-1.1170237,-0.9844925,-0.96747553
1.0,MIM-MaxTimeIntervalBrwsBrws_1419.505_2898.446613 * MIM-NumRepeatedEdit_5.0_6.857143,MIM-MaxTimeIntervalBrwsBrws_1419.505_2898.446613 * MIM-NumParallelBrws_11.0_18.294118,MIM-MaxTimeIntervalBrwsBrws_1419.505_2898.446613 * MIM-NumMultiTasks_7.5_inf,MIM-NumMultiTasks_7.5_inf * HM-NumOfAuthors_4.0_inf,MIM-MaxTimeIntervalBrwsEdit_1971.430457_2212.473333 * MIM-AvgTimeIntervalBrwsEdit_0.253951_29.140611,MIM-AvgTimeIntervalBrwsEdit_0.253951_29.140611 * HM-#ofBugFixing_39.0_inf,MIM-TimeSpentAfterEdit_72.001667_208.429696 * MIM-AvgTimeIntervalBrwsEdit_0.253951_29.140611,MIM-TimeSpent_286.316254_447.08958 * MIM-AvgTimeIntervalEditEdit_3.017465_72.030794,MIM-MaxTimeIntervalBrwsBrws_1419.505_2898.446613 * MIM-TimeSpentBeforeEdit_25.366389_102.162073,MIM-NumInterruptions_5.0_8.636364 * CM-CountDeclMethodAll_-inf_2.0,0.78362185,0.841503,0.8688992,1.3977518,3.4753034,-0.6428234,-0.6182233,-0.6178733,-0.60369354,-0.60188514
1.0,MIM-NumMultiTasks_3.982968_7.5 * CM-CountDeclMethod_9.0_inf,MIM-NumMultiTasks_3.982968_7.5 * HM-Age_-inf_34.0,MIM-NumMultiTasks_3.982968_7.5 * CM-MaxCyclomaticStrict_12.0_inf,MIM-NumEditEvent_-inf_1.0 * CM-CountLine_220.0_407.0,MIM-NumEditEvent_-inf_1.0 * CM-CountSemicolon_43.0_80.0,MIM-NumSelectionEvent_-inf_4.0 * CM-CountLineBlank_17.0_27.0,CM-CountLineComment_97.0_inf * HM-WeightedAge_-inf_24.299999,MIM-NumEditEvent_-inf_1.0 * CM-CountLineBlank_17.0_27.0,MIM-TimeSinceLastTask_6276.868794_10044.14389 * CM-CountDeclMethodPrivate_1.0_inf,MIM-RatioCodeUnderstandingEffort_0.777555_0.808528 * HM-MaxOfRemovedLines_-inf_2.0,0.69374394,0.7302688,0.75549805,0.7955487,1.1782001,-0.781101,-0.77895993,-0.74921787,-0.59083015,-0.5590273
