"MIM-HourPerBrowsing","MIM-NumEditEvent","MIM-NumRareBrws","MIM-TimeSpent","MIM-HourPerEditing","MIM-NumEditingDevelopers","MIM-NumRareEdit","MIM-TimeSpentAfterEdit","MIM-MaxTimeIntervalBrwsBrws","MIM-NumInterruptions","MIM-NumRepeatedEdit","MIM-TimeSpentBeforeEdit","MIM-MaxTimeIntervalBrwsEdit","MIM-NumParallelBrws","MIM-NumSelectionEvent","MIM-MaxTimeIntervalEditEdit","MIM-NumParallelEdit","MIM-TimeSinceLastTask","MIM-NumMultiTasks","MIM-RatioCodeUnderstandingEffort","MIM-NumRepeatedBrws","MIM-AvgTimeIntervalEditEdit","MIM-AvgTimeIntervalBrwsEdit","MIM-AvgTimeIntervalBrwsBrws","CM-AvgCyclomatic","CM-MaxCyclomaticStrict","CM-CountLine","CM-CountLineBlank","CM-RatioCommentToCode","CM-MaxCyclomaticModified","CM-AvgCyclomaticModified","CM-AvgEssential","CM-CountDeclFunction","CM-CountStmtExe","CM-CountStmt","CM-CountLineCodeDecl","CM-CountSemicolon","CM-CountLineCode","CM-AvgCyclomaticStrict","CM-CountLineCodeExe","CM-MaxCyclomatic","CM-CountLineComment","CM-CountDeclClass","CM-CountStmtDecl","CM-SumCyclomaticStrict","CM-SumCyclomatic","CM-SumCyclomaticModified","CM-SumEssential","CM-AvgLine","CM-AvgLineBlank","CM-AvgLineCode","CM-AvgLineComment","CM-PercentLackOfCohesion","CM-CountClassBase","CM-CountClassCoupled","CM-CountClassDerived","CM-CountDeclClassVariable","CM-CountDeclInstanceMethod","CM-CountDeclInstanceVariable","CM-CountDeclMethod","CM-CountDeclMethodAll","CM-CountDeclMethodDefault","CM-CountDeclMethodPrivate","CM-CountDeclMethodProtected","CM-CountDeclMethodPublic","CM-MaxInheritanceTree","HM-#ofBugFixing","HM-#OfRevision","HM-SumOfAddedLines","HM-SumOfRemovedLines","HM-MaxOfAddedLines","HM-MaxOfRemovedLines","HM-AvgOfAddedLines","HM-AvgOfRemovedLines","HM-NumOfRefactorings","HM-MaxCodeChurn","HM-SumOfCodeChurn","HM-AvgOfCodeChurn","HM-NumOfAuthors","HM-Age","HM-WeightedAge","Buggy"
76.234927,75,0.033175,306.217175,15.353041,11,0,92.889896,8014.333333,10.753555,6.56872,171.330553,4693.264444,18.483412,128,3917.576944,9.824645,20.683889,8.270142,0.702389,11.379147,411.61136,325.860041,240.646137,1,1,104,8,0.3,1,1,1,1,54,72,18,70,74,1,54,1,22,1,18,1,1,1,1,67,2,57,8,0,1,53,0,0,0,0,1,1,0,0,0,1,1,221,100,127,77,7,9,1,0,1,4,50,0.5,5,83,72.157478,1
268.527059,293,0,409.962654,276.370427,3,0,169.829374,9793.901667,10.088803,6.598456,220.84886,10462.12611,17.478764,138,10462.12806,9.795367,1723.818889,8.718147,0.770611,11.413127,1223.424722,795.227972,553.21068,1,5,236,31,0.53,5,1,1,9,42,97,64,77,134,2,55,5,71,4,55,20,16,16,9,3,0,3,0,0,2,2,0,0,1,0,1,1,0,0,0,1,1,159,61,619,431,82,68,10,7,0,60,188,3.081967,4,118,99.323105,0
190.965303,6,0,337.874984,157.146458,2,0,9.615642,1630.742222,13.314286,8.771429,102.854757,3322.378889,24.171429,21,3322.507222,15.571429,4173.55,8.6,0.814554,17.314286,987.500139,790.000111,359.108561,1,1,39,8,0.72,1,1,1,3,6,13,8,9,18,1,6,1,13,1,7,3,3,3,3,0.102564,0,0.102564,0,1.692308,1,1,0,0,3,1,3,39,0,0,0,3,4,36,14,30,22,8,5,2,1,0,8,8,0.571429,3,153,93.466667,0
142.635383,261,0,393.372885,79.945501,11,0,68.440105,688.910833,8.449827,6.086505,57.359468,809.464722,15.176471,584,1141.649167,8.702422,6523.358611,8.591696,0.733611,10.965398,39.693069,26.657338,19.751369,1,13,1254,190,0.29,13,1,1,89,339,616,277,432,858,2,406,13,246,17,277,182,177,173,106,0.5,0,0.5,0,0,2,2,0,0,4,0,4,4,0,0,0,4,1,326,147,1038,1056,104,255,7,7,4,64,-18,-0.122449,3,9,50.894989,0
311.885417,88,0,561.168794,104.398571,4,0,12.360856,9649.338333,19.421053,9.184211,133.206862,9649.265,25.684211,48,10589.29333,16.342105,950.256667,7.342105,0.765024,18,2362.893452,1654.03275,1654.032944,2,12,95,12,0.25,9,2,1,6,21,48,29,30,67,3,23,9,17,1,27,20,17,17,9,1.5,0,1.333333,0,0,2,10,0,0,6,0,6,6,0,1,0,5,1,89,36,229,273,96,96,6,7,0,96,-44,-1.222222,3,110,88.305679,0
158.80774,1232,0.434483,344.673039,147.038351,17,0.181609,164.554057,1996.111389,7.117241,5.25977,99.924137,1996.106389,12.901149,2048,2011.864722,7.891954,18.565,8.616092,0.723613,9.374713,31.108132,20.785944,18.31295,2,18,1659,246,0.09,13,2,1,115,527,978,442,718,1327,2,637,14,116,30,451,296,257,250,134,5,0,5,0,0,2,3,0,0,1,0,1,1,0,0,0,1,1,828,376,4928,4693,271,339,13,12,4,174,235,0.625,4,93,99.21814,1
70.65785,0,0.32616,286.316254,40.635845,0,0.138273,150.752701,2898.446613,11.68582,6.986598,81.903832,1971.430457,44.053964,0,2195.293948,11.718647,6276.868794,3.982968,0.797726,11.545455,72.030794,29.140611,134.724028,2,18,261,21,0.67,12,2,1,13,61,113,49,79,148,3,62,12,99,1,52,45,35,35,21,0.212766,0,0.212766,0,1.425532,1,29,0,1,13,3,13,47,1,4,1,7,2,5,13,0,0,0,0,0,0,0,0,0,0,1,22,0,1
34.49869,81,0,104.755463,13.851905,1,0,98.669722,96.076667,8.333333,4.666667,0.073889,96.073333,15,77,96.089444,6.333333,1170.151667,0,0.790569,5.666667,7.013452,6.030729,4.593862,2,10,438,39,0.24,8,2,1,33,137,240,98,170,324,2,156,8,79,12,103,77,69,69,35,0.375,0,0.375,0,0,2,1,0,0,1,0,1,8,0,0,0,1,1,53,22,407,97,79,18,18,4,0,79,310,14.090909,2,25,14.503686,1
70.65785,6,0,343.04625,40.635845,0,0,3.795764,2898.446613,8.5,2.833333,2.625139,1971.430457,6.333333,6,2195.293948,4.166667,3424.584722,1.833333,0.971528,4.333333,72.030794,29.140611,134.724028,3,9,234,25,0.3,8,3,2,10,74,134,55,99,169,4,82,8,50,1,60,46,43,43,27,0.62963,0.037037,0.555556,0.037037,3.333333,1,26,0,5,0,0,12,27,0,6,0,6,2,13,20,249,79,129,29,12,3,0,101,170,8.5,2,60,83.381523,1
70.65785,0,0.32616,286.316254,40.635845,0,0.138273,150.752701,2898.446613,11.68582,6.986598,81.903832,1971.430457,44.053964,0,2195.293948,11.718647,6276.868794,3.982968,0.797726,11.545455,72.030794,29.140611,134.724028,13,42,752,45,0.35,42,13,1,10,230,459,209,345,554,14,235,42,196,1,229,147,133,133,10,3,0.058824,2.882353,0.058824,4.588235,1,31,0,39,0,0,10,17,0,8,0,2,1,4,18,19,0,19,0,1,0,0,19,19,1.055556,2,29,6,1
70.65785,0,0.32616,286.316254,40.635845,0,0.138273,150.752701,2898.446613,11.68582,6.986598,81.903832,1971.430457,44.053964,0,2195.293948,11.718647,6276.868794,3.982968,0.797726,11.545455,72.030794,29.140611,134.724028,4,20,769,47,0.54,16,4,2,28,212,352,131,250,476,4,237,16,256,2,140,130,116,116,70,0.625,0,0.625,0,0,2,3,0,0,1,0,1,8,0,0,0,1,1,5,13,72,48,72,48,5,3,0,24,24,1.846154,2,21,4,1
0.00713,19,0,48.029792,0.003472,2,0,45.406944,3004.414722,7.5,7.5,20.879676,3004.398889,17,44,3004.399722,13.375,1709.984444,5.875,0.797846,12.625,751.107778,500.738102,1001.472778,0,0,86,26,1.71,0,0,0,0,0,26,30,25,31,0,0,0,53,1,26,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,21,20,54,24,22,22,2,1,0,12,30,1.5,2,57,33.925926,0
0.40625,6,0,36.19838,0.155167,1,0,34.233556,3716.566111,6.5,2.833333,0.139556,2306.063889,165,11,2306.059444,3,8060.744444,1.333333,0.917316,6.666667,461.231556,461.231556,1003.914259,1,10,314,37,0.19,8,1,1,21,112,200,82,161,240,2,123,8,45,4,88,62,58,58,33,0.4,0,0.4,0,0,2,5,0,0,3,0,3,10,0,0,0,3,1,14,23,227,95,83,58,9,4,0,73,132,5.73913,4,230,98.317177,0
0.666528,2,0,83.627659,0.258056,1,0,11.154081,2540.361667,4,2.5,209.278462,2540.360556,73.857143,4,2540.360556,3.5,10366.63639,2,0.925868,5.142857,1270.180278,846.786852,929.373681,2,15,302,28,0.09,12,2,1,19,110,218,100,171,259,3,115,12,23,1,108,106,94,94,52,0.163793,0,0.163793,0,0.672414,1,101,0,0,22,4,22,116,0,19,1,2,4,32,45,209,146,50,74,4,3,0,18,63,1.4,4,29,95,0
83.95244,29,0,115.703399,36.340685,2,0,33.756154,2188.045,9,3.588235,0.085192,2184.566667,9.882353,48,2184.566667,5.705882,1695.018889,1.352941,0.801471,6.588235,358.156482,256.026349,277.400338,3,21,470,50,0.23,17,3,1,24,198,303,103,215,385,4,212,17,90,1,105,108,94,94,41,0.098765,0,0.08642,0.012346,0.549383,1,45,0,6,21,3,24,162,0,12,8,4,5,111,61,1219,1567,476,455,19,25,1,56,-348,-5.704918,5,30,46.316654,0
1.031806,1,0,0.591528,0.015556,1,0,0.048056,0.02,0.5,1,0.122222,0.009444,3.5,3,2195.293948,3,10366.63639,2.5,0.88992,3,72.030794,0.004722,0.01,1,1,27,7,1.3,1,1,1,4,0,9,9,8,10,1,0,1,13,1,9,4,4,4,4,0.05,0,0.05,0,5,1,2,1,3,8,0,8,20,8,0,0,0,4,6,8,15,15,6,8,1,1,0,5,0,0,1,231,66.400002,0
0.30375,1,0,36.086898,0.001389,1,0,28.799611,3940.670278,6.5,3,0.1445,223.133056,165.833333,3,2195.293948,3,10143.545,1.666667,0.956632,7.166667,72.030794,111.566528,1970.335139,3,19,227,17,0.18,17,3,2,11,82,163,76,127,192,4,87,17,35,2,81,80,71,71,39,2.25,0,2.25,0,0,2,24,0,0,1,0,1,16,0,0,0,1,2,22,29,147,101,30,49,5,3,0,24,46,1.586207,4,230,107.585037,0
0.561389,3,0,92.419028,0.180694,1,0,120.646319,0.274167,6.833333,2.333333,0.107083,0.140556,3,5,0.180556,2.166667,3424.584722,1.333333,0.88992,4.666667,0.090278,0.060185,0.102361,6,16,261,28,0.24,15,6,2,10,131,176,44,116,206,6,131,15,50,1,45,73,69,69,25,0.333333,0,0.315789,0.035088,1.192982,2,6,0,5,12,10,12,57,0,1,0,11,6,10,14,218,48,185,28,15,3,0,157,170,12.142857,3,231,65.371559,0
0.000278,1,0,12.061736,40.635845,0,0,13.714722,2898.446613,6.25,8,0.140903,1971.430457,18.75,5,2195.293948,13,9004.543333,11.25,0.773242,12.25,72.030794,29.140611,134.724028,2,6,106,19,0.18,6,2,1,6,22,57,36,39,74,2,22,6,13,1,35,17,17,17,9,1.5,0,1.5,0,13.5,1,4,0,7,6,1,6,6,0,4,0,2,1,9,3,12,8,7,8,4,2,0,7,4,1.333333,2,79,40,0
0.847407,14,0,93.206292,0.002778,2,0,296.677455,878.071111,5.934783,6.913043,6.607185,1355.870278,16.869565,29,1355.9025,11.717391,8391.092222,10.826087,0.748753,11.5,677.95125,452.766296,452.766296,2,9,501,57,0.16,9,2,1,31,166,294,133,219,383,2,180,9,61,4,128,73,68,68,44,1.5,0,1.5,0,0,2,1,0,0,2,0,2,2,0,0,0,2,1,43,16,491,198,149,70,30,12,0,113,293,18.3125,2,79,41.052952,0
14.970357,11,0,269.115855,22.413333,1,0,165.578889,1383.767222,6.615385,3.846154,0.322153,11.017222,46.769231,52,11.463611,4.615385,777.721111,3.769231,0.983821,6.307692,5.731806,2.866111,336.686865,1,1,263,50,0.12,1,1,1,16,82,160,85,143,191,1,89,1,23,1,78,16,16,16,16,0.155844,0.012987,0.12987,0,1,1,27,0,0,14,6,16,77,0,1,1,14,4,23,12,180,68,38,32,15,5,2,35,112,9.333333,3,26,24.772223,0
132.429167,65,0,467.203849,0.166468,1,0,76.544012,2207.257222,10.857143,4.785714,237.885062,4029.8625,155.928571,143,5002.904167,8.642857,777.525278,3.071429,0.976483,13.928571,1019.028254,713.320194,421.468072,1,2,235,34,0.61,2,1,1,28,46,92,47,54,126,1,47,2,77,2,46,37,36,36,28,0.088235,0,0.088235,0,0,1,2,0,0,4,0,4,34,0,1,3,0,3,31,17,225,101,45,39,13,5,0,37,124,7.294118,4,7,76.346664,0
0.037889,7,0,198.342,0.007847,1,0,74.6925,0.804444,4,1.4,0.247569,0.8025,12.8,23,0.090278,4.2,777.721111,2.6,0.996905,5.4,0.034722,0.1795,0.1795,1,1,56,12,0.76,1,1,1,1,8,20,14,18,25,1,9,1,19,1,12,1,1,1,1,0.435484,0.112903,0.241935,0.080645,0,1,9,0,0,1,0,1,62,0,0,0,1,4,6,5,130,0,74,0,26,0,0,74,130,26,1,42,37.692307,0
247.632639,27,0,291.762616,0.000833,1,0,165.578889,1383.767222,7.166667,4.166667,0.322153,1971.430457,50.583333,39,2195.293948,5,777.721111,3.75,0.981124,6.833333,72.030794,29.140611,593.659514,1,2,221,34,0.13,2,1,1,18,57,126,79,106,166,1,67,2,22,2,69,19,19,19,18,0.277778,0,0.277778,0,0,1,8,0,0,4,0,4,18,0,0,0,4,3,24,14,185,121,44,31,13,8,2,29,64,4.571429,2,26,23.972973,0
15.255833,3,0,168.596056,40.635845,0,0,10.825903,2898.446613,17,9,23.992292,1971.430457,31.4,10,2195.293948,15.2,1316.418611,8.2,0.825745,18.6,72.030794,29.140611,134.724028,1,4,203,38,0.15,4,1,1,17,58,114,53,88,144,1,65,4,21,5,56,24,24,24,17,3,0,3,0,0,2,0,0,0,1,0,1,1,0,0,0,1,1,7,8,5,1,5,1,0,0,0,4,4,0.5,1,34,40,0
0.360694,58,0,157.227016,40.635845,0,0,1061.031102,4892.02,8.205128,4.794872,513.107706,1971.430457,12.333333,61,2195.293948,8,838.062222,9.205128,0.791208,8.333333,72.030794,29.140611,2446.01,1,4,295,43,0.47,4,1,1,16,70,135,63,110,171,1,84,4,81,4,65,23,23,23,16,33,3,27,3,0,2,2,0,0,1,0,1,1,0,0,0,1,1,21,21,30,19,12,5,1,0,0,7,11,0.52381,2,60,46.166668,0
5.132037,5,0,265.976491,0.007917,2,0,70.260766,4459.383056,17.133333,9.933333,16.726494,5043.380833,23.8,12,5043.466667,15.033333,3489.649167,6.866667,0.753669,18.4,2521.733333,1266.011319,947.976759,1,1,70,13,0.3,1,1,1,3,17,38,23,34,44,1,17,1,13,1,21,3,3,3,3,3,0,2.666667,0,11,1,8,0,0,3,3,3,3,0,0,2,1,2,72,28,68,50,7,7,2,1,0,4,18,0.642857,3,110,85.176468,0
16.021146,75,0,298.315814,21.185417,2,0,10.706605,1520.020556,16.275862,8.034483,127.840813,1520.010556,17.758621,23,2169.716667,11.793103,7187.511944,6.793103,0.77112,14.448276,1084.858333,542.434514,271.22125,6,6,45,5,0.54,6,6,6,1,9,20,11,12,26,6,9,6,14,1,11,6,6,6,6,2.857143,0.142857,2.714286,0,0,1,3,0,0,1,0,1,7,0,0,0,1,2,59,23,74,69,18,18,3,3,0,17,5,0.217391,3,116,78.37838,0
71.556433,108,0.219424,342.786607,88.51382,8,0.093525,204.077443,7180.946667,9.136691,6.402878,117.006455,7334.303333,17.02518,234,7334.334444,9.773381,1124.388611,8.47482,0.72386,11.557554,168.751729,114.971613,95.221888,3,10,209,20,0.33,9,3,1,13,54,107,46,60,142,3,57,9,47,1,53,42,39,39,25,0.714286,0,0.642857,0.071429,0,1,11,3,0,13,0,13,14,0,4,2,7,2,184,86,866,834,82,92,10,9,0,74,32,0.372093,3,33,101.533485,1
0.168796,2,0,358.865116,0.006111,1,0,28.297138,0.048333,19.375,9.375,150.078164,0.000278,21.291667,12,2195.293948,14.125,7725.005833,6.125,0.74653,17,72.030794,0.000139,0.018519,2,5,53,9,0.55,4,2,2,3,9,21,13,14,29,2,9,4,16,1,12,7,6,6,6,0.666667,0,0.666667,0,5.555556,1,4,0,1,3,1,3,9,0,0,0,3,2,54,25,58,64,8,9,2,2,0,5,-6,-0.24,3,116,88.068962,0
